Model auta,Cena (Kč),Nájezd (km),Rok výroby,Palivo,Objem motoru,Typ motoru,Hybrid typ,Výkon (kW),Převodovka,Dvouspojková převodovka,Filtr pevných částic,Kola,Náhon 4x4,Karoserie,Výbava,Záruka,Extra,Stav,Zdroj,Spárováno,Odkaz na auto
Škoda Octavia Liftback 1.5 TSI,455000,52543,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Liftback,Style,,Octavia Plus 110,Ojeté,Sauto.cz,Ano,
Škoda Octavia Liftback 1.5 TSI,629900,75350,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Liftback,Sportline,,M-HEV,Ojeté,Sauto.cz,Ano,
Škoda Octavia Combi 1.5 TSI,749000,18960,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Kombi,TOP,,Combi Sel,Ojeté,Sauto.cz,Ano,
Škoda Octavia 4 Lim. Style 1.5 TSI,425000,48915,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Sedan/limuzína,Ambition,,110,Ojeté,Sauto.cz,Ano,
Škoda Octavia Combi iV (PHEV),475000,93655,2023,Nafta,2.0,TDI,,110,Automatická,,,,Ne,Kombi,Style,,85,Ojeté,Sauto.cz,Ano,
Škoda Octavia Liftback 1.5 TSI,718000,23205,2025,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Liftback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Octavia Liftback 1.5 TSI,579999,33581,2023,Benzín,1.5,e-TEC,MHEV,110,Automatická,Ano,,,Ne,Liftback,Style,,Mat,Ojeté,Sauto.cz,Ano,
Škoda Octavia Combi iV (PHEV),399000,96600,2022,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,,,1.majitel,Ojeté,Sauto.cz,Ano,
Škoda Octavia Combi 1.5 TSI,587900,37668,2023,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Kombi,Style,,Combi,Ojeté,Sauto.cz,Ano,
Škoda Octavia Liftback 1.5 TSI,527900,35071,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Liftback,Style,,PLUS,Ojeté,Sauto.cz,Ano,
Škoda Octavia 4 Lim. Style 1.5 TSI,495000,83300,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Sedan/limuzína,Style,,6M,Ojeté,Sauto.cz,Ano,
Škoda Octavia Liftback 1.5 TSI,500000,50520,2023,Benzín,1.5,TSI,MHEV,110,Automatická,,,,Ne,Liftback,Style,Ano,"e-tec, Záruka",Ojeté,Sauto.cz,Ano,
Škoda Octavia Liftback 1.5 TSI,460000,42265,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Liftback,Style,,"ČR,1.maj",Ojeté,Sauto.cz,Ano,
Škoda Octavia Combi iV (PHEV),529900,92236,2023,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,Style,,Combi,Ojeté,Sauto.cz,Ano,
Škoda Octavia Liftback 1.5 TSI,434900,83905,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Liftback,Style,,,Ojeté,Sauto.cz,Ano,
Škoda Octavia Liftback 1.5 TSI,749900,15178,2025,Benzín,1.5,TSI,MHEV,110,Automatická,Ano,,,Ne,Liftback,TOP,,Se,Ojeté,Sauto.cz,Ano,
Škoda Octavia Liftback 1.5 TSI,649000,9182,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Liftback,,,,Ojeté,Sauto.cz,Ano,
Škoda Octavia Combi 1.5 TSI,559900,22070,2024,Benzín,1.4,TSI,PHEV,150,Automatická,,,,Ne,Kombi,Style,,iV P-HEV,Ojeté,Sauto.cz,Ano,
Škoda Octavia Combi 1.5 TSI,719900,10477,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Kombi,Top Selection,,M-HEV,Ojeté,Sauto.cz,Ano,
Škoda Octavia Liftback 1.5 TSI,599999,15674,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Liftback,Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Octavia 4 Lim. Style 1.5 TSI,549000,45716,2025,Benzín,1.5,TSI,MHEV,110,Automatická,Ano,,,Ne,Sedan/limuzína,,,SELECT,Ojeté,Sauto.cz,Ano,
Škoda Octavia Combi 1.5 TSI,459000,61918,2021,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Kombi,Style,,Plus,Ojeté,Sauto.cz,Ano,
Škoda Octavia Combi 1.5 TSI,739000,14100,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,TOP,,Combi Selecti,Ojeté,Sauto.cz,Ano,
Škoda Octavia Liftback 1.5 TSI,699000,16485,2025,Benzín,1.5,TSI,PHEV,110,Manuální,,,,Ne,Liftback,Exclusive,,Selecti,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,646500,,2021,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Style,,,Nové,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,594000,25441,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,529990,6052,2023,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Style,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,519000,5720,2022,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Style,,automat,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,489990,30356,2023,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Style,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,529000,22309,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,499000,25000,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,479900,13257,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,589270,19108,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,,,7° Monte Ca,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,649000,18631,2024,Benzín,1.5,,,110,Automatická,,,,Ne,Hatchback,Monte Carlo,,TS 110 A7F,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,518500,44630,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,699900,6950,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Style,,A7,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,539990,17153,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,479990,18095,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,534000,27500,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,369000,98433,2022,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Style,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,399900,88800,2021,Benzín,1.5,TSI,,110,,,,,Ne,Hatchback,Ambition,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,579000,13727,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,,,SCALA SELEC 110 A7F,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,349999,99944,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,1.MAJ. ČR,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,579000,13631,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,TOP,,SELEC 110 A7F,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,579000,15861,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,TOP,,SELEC 110 A7F,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,499000,19476,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Selection,,| | | M,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,579000,17010,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,,,SELEC 110 A7F,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,579000,13937,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,,,SELEC 110 A7F,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,499000,20939,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,Plus Ta,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,499000,15181,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,549000,5258,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,651035,5,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,,,130 let,Nové,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,539900,21200,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,534900,13420,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,599900,10000,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Předváděcí,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,549900,18053,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Style,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,359000,29941,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,515000,23958,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Top Selection,,SCALA 11,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,439000,79200,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,DPH,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,539000,11231,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,,,7° Fresh,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,539900,20700,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,TOP,,Select,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,599000,7975,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Předváděcí,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,559000,23102,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Selection,,,Předváděcí,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,458900,50061,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,409000,23122,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Ambition,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,554900,26171,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,,,FIRST EDITION D,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,554900,24393,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,,,MonteCarlo+MATRIX,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,449990,95300,2021,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Style,,Plus,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,519900,14179,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,589900,29,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,575000,16683,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,M6F,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,364900,50272,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Ambition,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,454990,81090,2021,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Style,,Plus,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,349000,94179,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,,,"1.maj.,ČR,STK 8",Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,549900,12227,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Top Selection,,"1, 7DS",Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,359900,57389,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Ambition,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,545900,12071,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,388900,51817,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Ambition,,ČR,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,709224,5991,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,,,"A7,MC",Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,519900,15313,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Top Selection,,"1, 7DS",Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,549900,10927,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,487800,10582,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,674083,5000,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,571700,4,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,,,130 let 6man,Nové,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,539900,12263,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,595000,11800,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,565000,24628,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,519900,18948,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,549900,16416,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,519899,15053,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,480000,8982,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,369000,94359,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,499900,38051,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Style,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,670500,5,2026,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,6man,Nové,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,699000,10490,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,,,A7°FirstEdition,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,549900,7954,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,565500,,2026,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,,,"130let, , 6° MP",Nové,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,389900,52946,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Ambition,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,420000,51276,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,489990,26997,2023,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Ambition,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,689000,9771,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,NAVI TAŽNÉ,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,459900,31600,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,679000,10,2026,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,,,NAVI KAMERA V.Pedál,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,629000,5000,2026,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Nové,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,489000,22760,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,549000,17633,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,549990,29654,2023,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,526900,8972,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Top Selection,,TAŽ,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,490000,46846,2023,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Monte Carlo,Ano,Záruka,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,589990,22821,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,499990,28878,2023,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Ambition,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,594110,12191,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,354000,89382,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,,,"1.maj,LED,kamera",Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,544500,17717,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,349000,80866,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Ambition,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,515000,19500,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,514900,23947,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,TOP,,LED,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,498000,40890,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,410000,87234,2021,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Style,,NOVÁ CENA,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,527000,14605,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,,,SELEC 110 M6F,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,530000,29401,2025,Benzín,1.5,TSI,PHEV,110,Automatická,,,,Ne,Hatchback,,,"Drive, Drive, FullLed",Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,388000,47100,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Ambition,,"1.maj,ČR",Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,695587,,2026,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Top Selection,,,Nové,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,691804,,2026,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,TOP,,"Sel, 7° aut",Nové,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,545000,20000,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,380000,87294,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,"ČR,1.maj, Kůže",Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,550000,28105,2025,Benzín,1.5,TSI,PHEV,110,Automatická,,,,Ne,Hatchback,,,"Drive, Drive, FullLed",Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,498900,36113,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,499900,39551,2025,Benzín,1.5,TSI,PHEV,110,Manuální,,,,Ne,Hatchback,,,Drive,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,568989,5000,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Top Selection,,,Předváděcí,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,567600,,2026,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,,,Scala AM 130,Nové,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,704900,5,2026,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Monte Carlo,,,Nové,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,688000,,2026,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,,,Dynamic,Nové,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,415000,75504,2022,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,,,2022 75tkm,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,609900,14775,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,P,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,510000,40100,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,Ano,Záruka,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,420000,58198,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,"ČR,1.maj",Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,489000,75598,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,420000,58372,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,Ano,Záruka,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,530000,33671,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,Ano,Záruka,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,535000,21914,2025,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,445000,38680,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,,,Fresh AutoAC+PDC,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,499990,42762,2023,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Style,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,585800,5,2026,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,TOP,,Select. 6man,Nové,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,490000,14472,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Top Selection,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,547900,12790,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,,,Monte 5L.Zár,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,390000,93709,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,NOVÁ CENA,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,380000,89456,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,NOVÁ CENA,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,619000,225,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Monte Carlo,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,569000,16860,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,TOP,,. . Select,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,409900,37873,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Ambition,,Fres,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,371000,53000,2021,Benzín,1.5,TSI,,110,,,,,Ne,Hatchback,,,.,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,399000,32504,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,,Ojeté,Sauto.cz,Ano,
Škoda Scala 1.0 TSI,378000,78207,2021,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Hatchback,Style,,,Ojeté,Sauto.cz,Ano,
