Model auta,Cena (Kč),Nájezd (km),Rok výroby,Palivo,Objem motoru,Typ motoru,Hybrid typ,Výkon (kW),Převodovka,Dvouspojková převodovka,Filtr pevných částic,Kola,Náhon 4x4,Karoserie,Výbava,Záruka,Extra,Stav,Zdroj,Spárováno,Odkaz na auto
BAIC Beijing X55 1.5 Turbo 7DCT,679900,8,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,4x2 T+,Nové,Sauto.cz,Ano,
BAIC Beijing X55 1.5 Turbo 7DCT,599000,1000,2025,Benzín,1.5,,,130,Automatická,,,,Ne,SUV,,,,Ojeté,Sauto.cz,Ano,
BAIC Beijing X55 1.5 Turbo 7DCT,580000,5856,2025,Benzín,1.5,,,130,Automatická,,,,Ne,SUV,,Ano,"T, ALL IN, Záruka, Automat",Předváděcí,Sauto.cz,Ano,
BAIC Beijing X55 1.5 Turbo 7DCT,598800,,2026,Benzín,1.5,,,130,Automatická,,,,Ne,SUV,,,T AUTOMAT MAX.VÝBAVA,Nové,Sauto.cz,Ano,
BAIC X7 1.5,749000,10,2025,Benzín,1.5,,,130,Automatická,,,,Ne,SUV,,,T AUT Panorama Nové,Ojeté,Sauto.cz,Ne,
BAIC X7 1.5,699900,3520,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,T 4x2 ALL IN,Předváděcí,Sauto.cz,Ne,
BAIC X7 1.5,749900,,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,ALL IN T 4x2,Nové,Sauto.cz,Ne,
BAIC X7 1.5,699000,,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,Luxury,,T 4x2,Nové,Sauto.cz,Ne,
BAIC X7 1.5,699000,,2026,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,Luxury,,T 4x2,Nové,Sauto.cz,Ne,
BAIC X7 1.5,749900,,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,ALL IN T 4×2,Nové,Sauto.cz,Ne,
BAIC X7 1.5,749900,5,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,ALL IN T 4×2,Nové,Sauto.cz,Ne,
BAIC X7 1.5,699900,4500,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,T 4x2 ALL IN,Předváděcí,Sauto.cz,Ne,
BAIC X7 1.5,749900,,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,T 4x2 ALL IN,Nové,Sauto.cz,Ne,
BAIC X7 1.5,749900,,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,ALL IN T 4×2,Nové,Sauto.cz,Ne,
BAIC X7 1.5,689900,4500,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,ALL IN T 4×2,Předváděcí,Sauto.cz,Ne,
BAIC X7 1.5,749900,5,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,ALL IN T 4×2,Nové,Sauto.cz,Ne,
BAIC X7 1.5,749900,8,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,4x2 T+,Nové,Sauto.cz,Ne,
BAIC X7 1.5,749900,8,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,4x2 T+,Nové,Sauto.cz,Ne,
BAIC X7 1.5,749900,8,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,4x2 T+,Nové,Sauto.cz,Ne,
BAIC X7 1.5,729900,,2024,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,ALL IN T 4×2,Nové,Sauto.cz,Ne,
BAIC X7 1.5,729900,,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,T 4x2 ALL IN,Nové,Sauto.cz,Ne,
BAIC X75 1.5,739000,10,2025,Benzín,1.5,,,138,Automatická,,,,Ne,SUV,,,T AUT PANORAMA LED,Nové,Sauto.cz,Ne,
BAIC X75 1.5,739000,8,2025,Benzín,1.5,,,130,Automatická,,,,Ne,SUV,,,T NOVÉ VOZIDLO,Ojeté,Sauto.cz,Ne,
BAIC X75 1.5,698800,,2026,Benzín,1.5,,,130,Automatická,,,,Ne,SUV,,,T AUTOMAT MAX.VÝBAVA,Nové,Sauto.cz,Ne,
BAIC X75 1.5,699000,,2026,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,Luxury,,T 4x2,Nové,Sauto.cz,Ne,
BAIC X75 1.5,699000,,2026,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,Luxury,,T 4x2,Nové,Sauto.cz,Ne,
BAIC X75 1.5,679900,6032,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,X7 T ALL IN,Ojeté,Sauto.cz,Ne,
BAIC X75 1.5,679900,6320,2025,Benzín,1.5,,,130,Automatická,Ano,,,Ne,SUV,,,T 4x2 ALL IN,Ojeté,Sauto.cz,Ne,
Bestune T90 1.5T 7DCT (Benzín),650000,180,2025,Benzín,1.5,,,124,Automatická,,,,Ne,SUV,,,"T, Dragon Glory Edition",Předváděcí,Sauto.cz,Ano,
BMW 3 2.0,693019,57398,2022,Benzín,2.0,,,120,Automatická,,,,Ne,Kombi,,,,Ojeté,Sauto.cz,Ne,
BMW 1 2.0,578000,71707,2021,Nafta,2.0,,,110,Automatická,,,,Ne,Hatchback,,,118d Sport Line,Ojeté,Sauto.cz,Ne,
BMW 1 1.5,749000,27500,2024,Benzín,1.5,,,100,Automatická,,,,Ne,Hatchback,,,118i,Ojeté,Sauto.cz,Ne,
BMW 1 1.5,699000,39800,2024,Benzín,1.5,,,100,Automatická,,,,Ne,Hatchback,,,118i,Ojeté,Sauto.cz,Ne,
BMW 1 1.5,699000,29043,2024,Benzín,1.5,,,100,Automatická,,,,Ne,Hatchback,,,,Ojeté,Sauto.cz,Ne,
BMW 1 2.0,678999,39281,2023,Benzín,2.0,,,195,Automatická,,,,Ne,Hatchback,,,128Ti M-Paket DPH,Ojeté,Sauto.cz,Ne,
BMW 1 2.0,639000,76500,2021,Nafta,2.0,,,140,Automatická,,,,Ne,Hatchback,,,120d,Ojeté,Sauto.cz,Ne,
BMW 1 1.5,649000,24600,2023,Benzín,1.5,,,100,Automatická,,,,Ne,Hatchback,,,118i,Ojeté,Sauto.cz,Ne,
BMW 1 1.5,649000,29899,2023,Benzín,1.5,,,100,Automatická,,,,Ne,Hatchback,,,118i,Ojeté,Sauto.cz,Ne,
BMW 1 2.0,719000,34650,2024,Nafta,2.0,,,120,Automatická,,,,Ne,Hatchback,,,120d,Ojeté,Sauto.cz,Ne,
BMW 1 1.5,669000,10000,2024,Benzín,1.5,,,103,Automatická,,,,Ne,Hatchback,,,118i,Ojeté,Sauto.cz,Ne,
BMW 1 2.0,699000,80400,2022,Benzín,2.0,,,195,Automatická,,,,Ne,Hatchback,,,128ti,Ojeté,Sauto.cz,Ne,
BMW 1 1.5,519000,78000,2022,Benzín,1.5,,,103,Automatická,,,,Ne,Hatchback,,,118i,Ojeté,Sauto.cz,Ne,
BMW 1 1.5,475000,60514,2022,Benzín,1.5,,,100,Automatická,,,,Ne,Hatchback,,,118i A7 Advantage LED+HiFi,Ojeté,Sauto.cz,Ne,
BMW 1 2.0,619000,75550,2023,Benzín,2.0,,,131,Automatická,,,,Ne,Hatchback,,,120i M Sport Virtual Pano LED,Ojeté,Sauto.cz,Ne,
BMW 2 2.0,667000,27733,2024,Nafta,2.0,,,110,Automatická,,,,Ne,MPV,,,řady 2 | 218d,Ojeté,Sauto.cz,Ne,
BMW 2 2.0,627990,85000,2023,Nafta,2.0,,PHEV,110,Automatická,,,,Ne,VAN,Active,,218d Tourer,Ojeté,Sauto.cz,Ne,
BMW 2 2.0,688490,45000,2024,Nafta,2.0,,PHEV,110,Automatická,,,,Ne,VAN,Active,,218d Tourer,Ojeté,Sauto.cz,Ne,
BMW 2 1.5,649999,26650,2023,Benzín,1.5,,PHEV,100,Automatická,,,,Ne,MPV,Active,,218i Tourer,Ojeté,Sauto.cz,Ne,
BMW 2 1.5,599000,33600,2024,Benzín,1.5,,PHEV,100,,,,,Ne,MPV,Active,,218i Tourer,Ojeté,Sauto.cz,Ne,
BMW 2 2.0,659000,83986,2023,Nafta,2.0,,,110,Automatická,,,,Ne,MPV,,,řady 2 | 218d,Ojeté,Sauto.cz,Ne,
BMW 2 1.5,699000,7200,2024,Benzín,1.5,,PHEV,100,Automatická,,,,Ne,Kombi,Active,,218i Tourer,Ojeté,Sauto.cz,Ne,
BMW 2 1.5,699000,5500,2024,Benzín,1.5,,PHEV,100,Automatická,,,,Ne,Kombi,Active,,218i Tourer,Ojeté,Sauto.cz,Ne,
BMW 2 2.0,648000,54500,2023,Nafta,2.0,,,110,Automatická,,,,Ne,VAN,,,218d,Ojeté,Sauto.cz,Ne,
BMW 2 1.5,749000,34000,2024,Benzín,1.5,,,100,Automatická,,,,Ne,Kupé,,,218i Gran Coupé,Ojeté,Sauto.cz,Ne,
BMW 2 1.5,695000,35500,2024,Benzín,1.5,,,100,Automatická,,,,Ne,MPV,,,"LED, ACC, Kamera,2xAL sada kol",Ojeté,Sauto.cz,Ne,
BMW 2 1.5,688999,20500,2023,Benzín,1.5,,PHEV,100,Automatická,,,,Ne,MPV,Active,,218i Tourer M-Sport,Ojeté,Sauto.cz,Ne,
BMW 2 1.5,629000,46500,2024,Benzín,1.5,,PHEV,100,Automatická,,,,Ne,MPV,,,218i ActiveTourer M-Sport,Ojeté,Sauto.cz,Ne,
BMW 2 2.0,549000,86500,2022,Nafta,2.0,,,110,Automatická,,,,Ne,Kupé,,,218d Gran C. M-Sport NOVÁ CENA,Ojeté,Sauto.cz,Ne,
BMW 2 1.5,718740,45800,2023,Benzín,1.5,,,100,Automatická,,,,Ne,MPV,,,218i M Sport*Kůže*Kamera*Navi*,Ojeté,Sauto.cz,Ne,
BMW 2 2.0,600000,71195,2023,Nafta,2.0,,PHEV,110,Automatická,,,,Ne,MPV,Active,,"218d Tourer, NOVÁ CENA",Ojeté,Sauto.cz,Ne,
BMW 2 2.0,688000,46609,2024,Nafta,2.0,,,110,Automatická,,,,Ne,MPV,,,218d REZERVACE,Ojeté,Sauto.cz,Ne,
BMW 2 1.5,679900,61450,2022,Benzín,1.5,,,115,Automatická,,,,Ne,Sedan/limuzína,,,218i M-Sport AT,Ojeté,Sauto.cz,Ne,
BMW 2 2.0,549900,77264,2021,Nafta,2.0,,PHEV,110,Automatická,,,,Ne,Hatchback,Active,,218D TOURER M-PAKET TA,Ojeté,Sauto.cz,Ne,
BMW 2 1.5,549000,82058,2021,Benzín,1.5,,,100,Automatická,,,,Ne,Sedan/limuzína,,,BMW 218i Gran Coupe+plná nádrž,Ojeté,Sauto.cz,Ne,
BMW 3 2.0,699000,41600,2023,Benzín,2.0,,,115,Automatická,,,,Ne,Kombi,,,320i Facelift CÉBIA,Ojeté,Sauto.cz,Ne,
BMW 3 2.0,688000,86166,2022,Nafta,2.0,,PHEV,140,Automatická,,,,Ano,Kombi,,,320d M-SPORT 1M ČR,Ojeté,Sauto.cz,Ne,
BMW 3 2.0,619000,89582,2021,Nafta,2.0,,PHEV,140,Automatická,,,,Ano,Kombi,Luxury,,"320d , tažné,DPH",Ojeté,Sauto.cz,Ne,
BMW 3 2.0,668000,45789,2021,Nafta,2.0,,PHEV,140,Automatická,,,,Ano,Kombi,,,320d SPORT-LINE*ČR*DPH*,Ojeté,Sauto.cz,Ne,
BMW 3 2.0,679900,56417,2022,Nafta,2.0,,PHEV,140,Automatická,,,,Ano,Kombi,,,320d X-Drive AT TAŽNÉ,Ojeté,Sauto.cz,Ne,
BMW 3 2.0,479900,90000,2022,Nafta,2.0,,,110,Manuální,,,,Ne,Kombi,,,318D TOURING NOVÉ ČR,Ojeté,Sauto.cz,Ne,
BMW 3 2.0,707850,43000,2024,Benzín,2.0,,,115,Automatická,,,,Ne,Sedan/limuzína,,,318 iA Lim. BUSINESS*Navi*,Ojeté,Sauto.cz,Ne,
BMW 3 2.0,698000,54526,2022,Nafta,2.0,,PHEV,140,Automatická,,,,Ano,Kombi,,,"M-packet ,X drive,TZ,ACC",Ojeté,Sauto.cz,Ne,
BMW 3 2.0,749000,74000,2023,Nafta,2.0,,,110,Automatická,,,,Ne,Kombi,,,318d Touring,Ojeté,Sauto.cz,Ne,
BMW 3 2.0,540000,35000,2021,Nafta,2.0,,,110,Manuální,,,,Ne,Hatchback,,,"318 d, Serv.kniha",Ojeté,Sauto.cz,Ne,
BMW 5 2.0,750000,97000,2021,Nafta,2.0,,PHEV,140,Automatická,,,,Ano,Sedan/limuzína,,,520D X DRIVE M PACKET -DPH,Ojeté,Sauto.cz,Ne,
BMW 5 2.0,700000,73700,2021,Nafta,2.0,,,140,Automatická,,,,Ne,Kombi,,,"520d, NOVÁ CENA, Automat",Ojeté,Sauto.cz,Ne,
BMW 5 2.0,698000,85788,2022,Benzín,2.0,,,135,Automatická,,,,Ne,Kombi,,,520i SERV.KNÍŽKA KAMERA 1M ČR,Ojeté,Sauto.cz,Ne,
BMW 5 2.0,639000,69413,2022,Nafta,2.0,,,140,,,,,Ne,Sedan/limuzína,,,520d,Ojeté,Sauto.cz,Ne,
"BMW X1 xDrive30e (PHEV, U11)",733000,47000,2022,Nafta,2.0,,PHEV,110,Automatická,,,,Ne,SUV,,,sDrive18d,Ojeté,Sauto.cz,Ano,
"BMW X1 xDrive30e (PHEV, U11)",499000,46532,2021,Benzín,1.5,,PHEV,100,Automatická,,,,Ne,SUV,,,i sDrive AUT LED Navi ČR,Ojeté,Sauto.cz,Ano,
"BMW X1 xDrive30e (PHEV, U11)",709000,33198,2023,Benzín,1.5,,PHEV,100,Automatická,,,,Ne,SUV,,,sDrive18i,Ojeté,Sauto.cz,Ano,
"BMW X1 xDrive30e (PHEV, U11)",749000,25307,2023,Benzín,1.5,,PHEV,100,Automatická,,,,Ne,SUV,,,sDrive18i,Ojeté,Sauto.cz,Ano,
"BMW X1 xDrive30e (PHEV, U11)",714999,21154,2023,Benzín,1.5,,PHEV,100,Automatická,Ano,,,Ne,SUV,,,sDrive 18i,Ojeté,Sauto.cz,Ano,
"BMW X1 xDrive30e (PHEV, U11)",560000,58749,2021,Benzín,2.0,,PHEV,131,Automatická,,,,Ano,SUV,,,"xDrive20i, M Sport, NOVÁ CENA",Ojeté,Sauto.cz,Ano,
"BMW X1 xDrive30e (PHEV, U11)",689999,53253,2021,Benzín,2.0,,PHEV,170,Automatická,,,,Ano,SUV,,,25i F48,Ojeté,Sauto.cz,Ano,
"BMW X1 xDrive30e (PHEV, U11)",514000,88380,2021,Benzín,1.5,,PHEV,103,Automatická,,,,Ne,SUV,,,sDrive18i,Ojeté,Sauto.cz,Ano,
"BMW X1 xDrive30e (PHEV, U11)",699000,43000,2022,Nafta,2.0,,PHEV,110,Automatická,,,,Ano,SUV,,,xDrive18d,Ojeté,Sauto.cz,Ano,
"BMW X1 xDrive30e (PHEV, U11)",729999,39352,2023,Benzín,1.5,,PHEV,100,Automatická,,,,Ne,SUV,,,sDrive18i,Ojeté,Sauto.cz,Ano,
"BMW X1 xDrive30e (PHEV, U11)",499000,71000,2021,Benzín,1.5,,PHEV,103,Automatická,,,,Ne,SUV,,,sDrive 18i,Ojeté,Sauto.cz,Ano,
"BMW X1 xDrive30e (PHEV, U11)",599000,97877,2022,Nafta,2.0,,PHEV,140,Automatická,,,,Ano,SUV,,,20d AUT M Sport,Ojeté,Sauto.cz,Ano,
"BMW X1 xDrive30e (PHEV, U11)",579000,58000,2021,Nafta,2.0,,PHEV,110,Automatická,,,,Ano,Kombi,,,"18d , 11 2021",Ojeté,Sauto.cz,Ano,
"BMW X1 xDrive30e (PHEV, U11)",589000,80500,2022,Benzín,1.5,,PHEV,103,Automatická,,,,Ne,SUV,,,sDrive18i,Ojeté,Sauto.cz,Ano,
"BMW X1 xDrive30e (PHEV, U11)",600000,84448,2021,Nafta,2.0,,PHEV,140,Automatická,,,,Ano,SUV,,,"xDrive20d, xLine",Ojeté,Sauto.cz,Ano,
"BMW X1 xDrive30e (PHEV, U11)",480000,71441,2021,Benzín,1.5,,PHEV,100,Automatická,,,,Ne,SUV,,,"sDrive18i, Automat",Ojeté,Sauto.cz,Ano,
"BMW X1 xDrive30e (PHEV, U11)",599999,47428,2021,Nafta,2.0,,PHEV,110,Automatická,,,,Ano,SUV,,,18d Aut. DPH CZ,Ojeté,Sauto.cz,Ano,
"BMW X1 sDrive18i (Benzín, U11)",609999,59602,2022,Nafta,2.0,,,110,Automatická,,,,Ne,SUV,,,18D STEPTRONIC XLINE F48,Ojeté,Sauto.cz,Ano,
"BMW X1 xDrive30e (PHEV, U11)",735000,69728,2022,Nafta,2.0,,PHEV,140,Automatická,,,,Ano,Kombi,,,--CZ-DPH-VÝBAVA,Ojeté,Sauto.cz,Ano,
"BMW X1 sDrive18i (Benzín, U11)",749000,15000,2024,Benzín,1.5,,,100,Automatická,,,,Ne,SUV,,,18i LED KAMERA CZ,Ojeté,Sauto.cz,Ano,
"BMW X1 xDrive30e (PHEV, U11)",549000,89000,2021,Nafta,2.0,,PHEV,110,Automatická,,,,Ne,Kombi,,,"BMW X1, 18d sDrive, M-packet",Ojeté,Sauto.cz,Ano,
"BMW X1 xDrive30e (PHEV, U11)",515000,27814,2021,Benzín,1.5,,PHEV,100,Automatická,,,,Ne,SUV,,,"sDrive18i, Automat, Serv.kniha",Ojeté,Sauto.cz,Ano,
"BMW X1 xDrive30e (PHEV, U11)",749999,80589,2022,Nafta,2.0,,PHEV,170,Automatická,,,,Ano,SUV,,,xDrive25d Advantage,Ojeté,Sauto.cz,Ano,
"BMW X2 sDrive20i (Crossover, U10)",590000,86799,2021,Benzín,2.0,,PHEV,131,Automatická,,,,Ano,SUV,,,xDrive20i AT EDICE M MESH,Ojeté,Sauto.cz,Ano,
"BMW X2 sDrive20i (Crossover, U10)",699000,19094,2022,Nafta,2.0,,PHEV,140,Automatická,,,,Ano,SUV,,,d A T Advantage,Ojeté,Sauto.cz,Ano,
"BMW X2 sDrive20i (Crossover, U10)",564999,41589,2022,Nafta,2.0,,PHEV,110,Automatická,,,,Ne,SUV,,,sDrive 18d aut. Advantage,Ojeté,Sauto.cz,Ano,
"BMW X2 sDrive20i (Crossover, U10)",598000,93000,2021,Nafta,2.0,,PHEV,110,Automatická,,,,Ne,SUV,,,SDRIVE LED ADVANTAGE 2021,Ojeté,Sauto.cz,Ano,
"BMW X2 sDrive20i (Crossover, U10)",648000,28400,2023,Benzín,1.5,,PHEV,100,Automatická,,,,Ne,SUV,,,sDrive 18i,Ojeté,Sauto.cz,Ano,
"BMW X2 sDrive20i (Crossover, U10)",627700,86000,2022,Nafta,2.0,,,110,Automatická,,,,Ano,SUV,,,xD M-paket-AT-KŮŽE-NAVI-ČR!,Ojeté,Sauto.cz,Ano,
"BMW X2 sDrive20i (Crossover, U10)",599000,47850,2021,Nafta,2.0,,PHEV,110,Automatická,,,,Ano,SUV,,,xDrive18d M-Sport X,Ojeté,Sauto.cz,Ano,
"BMW X2 sDrive20i (Crossover, U10)",669000,34447,2022,Benzín,1.5,,PHEV,100,Automatická,,,,Ne,SUV,,,sDrive18i,Ojeté,Sauto.cz,Ano,
"BMW X2 sDrive20i (Crossover, U10)",694900,75000,2021,Nafta,2.0,,PHEV,140,Automatická,,,,Ano,SUV,,,"20d,MPaket,HeadUp,1.Maj",Ojeté,Sauto.cz,Ano,
"BMW X2 sDrive20i (Crossover, U10)",658000,50472,2023,Nafta,2.0,,PHEV,140,Automatická,,,,Ano,SUV,,,xDrive20d TAŽNÉ ČR PANO 1M HUD,Ojeté,Sauto.cz,Ano,
"BMW X2 sDrive20i (Crossover, U10)",648000,36231,2023,Nafta,2.0,,PHEV,140,Automatická,,,,Ano,SUV,,,xDrive20d / MSPORT*TAŽNÉ*ČR 1,Ojeté,Sauto.cz,Ano,
"BMW X2 sDrive20i (Crossover, U10)",749000,52504,2021,Benzín,2.0,,,225,Automatická,,,,Ano,SUV,,,,Ojeté,Sauto.cz,Ano,
"BMW X2 sDrive20i (Crossover, U10)",699000,51000,2021,Nafta,2.0,,,140,Automatická,,,,Ano,SUV,,,"M-packet ,TZ,head-up",Ojeté,Sauto.cz,Ano,
"BMW X2 sDrive20i (Crossover, U10)",549000,84100,2021,Benzín,1.5,,PHEV,100,Automatická,,,,Ne,Hatchback,,,sDrive i Automat HeadUp,Ojeté,Sauto.cz,Ano,
BMW X3 2.0,750000,82002,2021,Nafta,2.0,,PHEV,140,Automatická,,,,Ano,SUV,,,"d xDrive20d,ČR,AT",Ojeté,Sauto.cz,Ne,
Chery Tiggo 7 Pro 1.5T (Benzín),589000,5,2025,Benzín,1.5,,,120,Automatická,,,,Ne,SUV,,,UNIQUE,Nové,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),519000,4365,2025,Benzín,1.5,,,120,Automatická,,,,Ne,SUV,Comfort,,,Nové,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),589000,10,2026,Benzín,1.5,,,120,Automatická,,,,Ne,SUV,,,UNIQUE,Nové,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),519000,10,2026,Benzín,1.5,,HEV,120,Automatická,,,,Ne,SUV,Comfort,,Hybrid,Nové,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),595000,3000,2026,Benzín,1.5,,,120,Automatická,,,,Ne,SUV,,,HEV UNIQUE,Nové,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),519000,10,2026,Benzín,1.5,,,120,Automatická,,,,Ne,SUV,Comfort,,HEV VÝPRODEJ!,Nové,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),519000,10,2026,Benzín,1.5,,,120,Automatická,,,,Ne,SUV,Comfort,,HEV VÝPRODEJ!,Nové,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),589000,10,2026,Benzín,1.5,,,120,Automatická,,,,Ne,SUV,,,HEV UNIQUE VÝPRODEJ!,Nové,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),579900,1000,2026,Benzín,1.5,,,120,Automatická,,,,Ne,SUV,,,HEV UNIQUE DEMO,Předváděcí,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),589000,10,2026,Benzín,1.5,,,120,Automatická,,,,Ne,SUV,,,UNIQUE,Nové,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),659000,1624,2025,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Luxury,,,Nové,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),649000,1900,2025,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Luxury,,ICE,Předváděcí,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),659000,10,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Luxury,,,Nové,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),619000,10,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Comfort,,ICE,Nové,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),599000,3000,2025,Benzín,1.6,T-GDI,,108,Automatická,,,,Ne,SUV,Comfort,,,Nové,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),599000,1000,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Comfort,,ICE DEMO!,Předváděcí,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),659000,10,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Luxury,,ICE VÝPRODEJ!,Nové,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),659000,,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Luxury,,ICE - AKCE SKLAD!,Nové,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),659000,10,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Luxury,,ICE VÝPRODEJ!,Nové,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),619000,10,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Comfort,,ICE VÝPRODEJ!,Nové,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),619000,10,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Comfort,,ICE VÝPRODEJ!,Nové,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),749000,1000,2026,Benzín,1.6,,,108,Automatická,,,,Ano,SUV,,,UNIQUE Demo vůz,Předváděcí,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),659000,10,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Luxury,,ICE,Nové,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),749000,1,2025,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Luxury,,ICE,Ojeté,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),620000,2601,2026,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Luxury,,,Předváděcí,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),600000,2875,2026,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Luxury,,,Předváděcí,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),600000,2252,2026,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Luxury,,,Předváděcí,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),730000,2334,2026,Benzín,1.6,TGDI,,108,Automatická,,,,Ano,SUV,,,"Unique, UNIQUE",Předváděcí,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),730000,2602,2026,Benzín,1.6,TGDI,,108,Automatická,,,,Ano,SUV,,,"Unique, UNIQUE",Předváděcí,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),730000,2852,2026,Benzín,1.6,TGDI,,108,Automatická,,,,Ano,SUV,,,"Unique, UNIQUE",Předváděcí,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),730000,2315,2026,Benzín,1.6,TGDI,,108,Automatická,,,,Ano,SUV,,,"Unique, UNIQUE",Předváděcí,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),599000,1980,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Comfort,,ICE,Ojeté,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),659000,2000,2026,Benzín,1.6,T-GDI,,108,Automatická,,,,Ne,Hatchback,Luxury,,,Předváděcí,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),599000,2000,2026,Benzín,1.6,T-GDI,,108,Automatická,,,,Ne,Hatchback,Comfort,,,Předváděcí,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),650000,3150,2026,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Luxury,,,Předváděcí,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),650000,3710,2026,Benzín,1.6,TGDI,,108,Automatická,,,,Ne,SUV,Luxury,,,Předváděcí,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),619000,15,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Comfort,,ICE VÝPRODEJ!,Nové,Sauto.cz,Ano,
Chery Tiggo 7 Pro 1.5T (Benzín),599000,,2026,Benzín,1.6,,,108,Automatická,,,,Ne,SUV,Comfort,,,Nové,Sauto.cz,Ano,
