Typ,Model auta,Cena (Kč),Nájezd (km),Rok výroby,Palivo,Objem motoru,Typ motoru,Hybrid typ,Výkon (kW),Převodovka,Dvouspojková převodovka,Filtr pevných částic,Kola,Náhon 4x4,Karoserie,Výbava,Záruka,Tepelné čerpadlo,Spárováno,Skóre shody,Extra,Stav,Zdroj,Odkaz na auto
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,590000,87000,2022,Nafta,2.0,TDI,,147,Automatická,Ano,,,Ano,Kombi,,,,Ano,,"R Line,2x sada AL",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/passat/210425219
Spalovací,VW Passat Variant 1.5 eTSI (B9),479000,59817,2021,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Kombi,,,,Ano,4,Business Variant,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/passat/210426848
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,599900,90710,2021,Nafta,2.0,TDI,,147,Automatická,Ano,,,Ano,Kombi,Elegance,,,Ano,7,4M,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/passat/210429257
Spalovací,VW Passat Variant 1.5 eTSI (B9),585000,59741,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Kombi,,,,Ano,,Business,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/passat/210431147
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,598000,86064,2022,Benzín,2.0,TSI,,140,Automatická,Ano,,,Ne,Kombi,Elegance,,,Ano,4,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/passat/210432524
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,597900,53930,2023,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,Elegance,,,Ano,,53tkm.ČR,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/passat/210437537
Spalovací,VW Passat Variant 1.5 eTSI (B9),529000,47000,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,,,,Ano,,Business,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/passat/210456902
Spalovací,VW Passat Variant 1.5 eTSI (B9),449000,65500,2021,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Sedan/limuzína,Elegance,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/passat/210463922
Spalovací,VW Passat Variant 1.5 eTSI (B9),485900,69000,2021,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Kombi,,,,Ano,,BUSINESS CZ,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/passat/210483971
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,445900,90000,2022,Nafta,2.0,TDI,,110,Manuální,,,,Ne,Kombi,,,,Ano,,BUSINESS CZ DPH,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/passat/210491909
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,549000,72049,2021,Nafta,2.0,TDI,,147,Automatická,Ano,,,Ano,Kombi,,,,Ano,7,Eleg,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/passat/210497573
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,684000,46890,2024,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,Elegance,,,Ano,7,BMT,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/passat/210499007
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,589000,86557,2023,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,,,,Ano,,IQ AID Tažné,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/passat/210501227
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,630000,33400,2021,Nafta,2.0,,,147,Automatická,Ano,,,Ano,Kombi,,,,Ano,,VW Passat,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/passat/210504833
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,569900,84000,2022,Benzín,2.0,TSI,,110,Manuální,Ano,,,Ne,Kombi,Elegance,,,Ano,,CZ,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/passat/210514445
Spalovací,VW Passat Variant 1.5 eTSI (B9),479000,94403,2021,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Kombi,,,,Ano,,"LED,navi",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/passat/210533486
Spalovací,VW Passat Variant 1.5 eTSI (B9),459999,90359,2022,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Kombi,Elegance,,,Ano,4,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/passat/210536156
Spalovací,VW Passat Variant 1.5 eTSI (B9),589900,57000,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Kombi,,,,Ano,4,"Business,1majČR",Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/passat/210536378
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,589900,70516,2021,Nafta,2.0,TDI,,147,Automatická,Ano,,,Ano,Kombi,Elegance,,,Ano,7,NAVI,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/passat/210552218
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,489900,69000,2022,Nafta,2.0,TDI,,110,Manuální,,,,Ne,Sedan/limuzína,Elegance,,,Ano,2,CZ DPH,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/passat/210556676
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,639000,45000,2022,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,Kombi,,,,Ano,7,LED 45000km,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/passat/210559322
Spalovací,VW Passat B8 Variant Elegance 2.0 TDI,669000,74000,2022,Nafta,2.0,,,147,Automatická,Ano,,,Ano,Kombi,Alltrack,,,Ano,,ČR DPH,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/passat/210564968
Spalovací,VW Polo 1.0 TSI,749000,,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,SUV,,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/polo/206938791
Spalovací,VW Polo 1.0 TSI,559000,20291,2022,Benzín,2.0,TSI,,152,Automatická,Ano,,,Ne,Hatchback,,,,Ano,1,GTI Virtual,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/polo/208594982
Spalovací,VW Polo 1.0 TSI,699000,15000,2025,Benzín,2.0,TSI,,152,Automatická,Ano,,,Ne,Hatchback,,,,Ano,,GTI,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/polo/210102071
Spalovací,VW Polo 1.0 TSI,483858,61100,2022,Benzín,2.0,,,152,Automatická,,,,Ne,Hatchback,,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/polo/210180146
Spalovací,VW Polo 1.0 TSI,670000,2610,2025,Benzín,2.0,,,152,Automatická,,,,Ne,Hatchback,,Ano,,Ano,,"GTI, Záruka, NOVÁ CENA",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/polo/210354557
Spalovací,VW Polo 1.0 TSI,559000,73233,2022,Benzín,2.0,TSI,,152,Automatická,Ano,,,Ne,Hatchback,,,,Ano,,GTI,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/polo/210376760
Spalovací,VW Polo 1.0 TSI,529888,76518,2023,Benzín,2.0,TSI,,152,Automatická,Ano,,,Ne,Hatchback,,,,Ano,1,GTI,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/polo/210417281
Spalovací,VW Polo 1.0 TSI,499000,81570,2022,Benzín,2.0,,,152,Automatická,Ano,,,Ne,Hatchback,,,,Ano,,"GTI,KAMERA,LED",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/polo/210440141
Spalovací,VW Sharan 2.0 TDI (5místná verze),645000,72800,2022,Benzín,1.4,TSI,,110,Automatická,,,,Ne,MPV,,,,Nejisté,-2,Comfortline,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/sharan/207908047
Spalovací,VW Sharan 2.0 TDI (5místná verze),548000,97052,2021,Benzín,1.4,TSI,,110,Automatická,,,,Ne,MPV,,,,Ano,,2XALU NAVI KAMERA TAŽNÉ,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/sharan/209159970
Spalovací,VW Sharan 2.0 TDI (5místná verze),640000,79520,2021,Benzín,1.4,TSI,,110,Automatická,,,,Ne,MPV,,,,Ano,,"NOVÁ CENA, Automat",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/sharan/210150128
Spalovací,VW Sharan 2.0 TDI (5místná verze),727210,70900,2022,Benzín,1.4,TSI,,110,Automatická,,,,Ne,MPV,,,,Ano,,Comfortline*Kamera*,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/sharan/210158402
Spalovací,VW Sharan 2.0 TDI (5místná verze),659900,74810,2021,Benzín,1.4,TSI,,110,Automatická,Ano,,,Ne,MPV,Highline,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/sharan/210443846
Spalovací,VW Sharan 2.0 TDI (5místná verze),664900,79795,2022,Benzín,1.4,TSI,,110,Automatická,,,,Ne,MPV,Highline,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/sharan/210547640
Spalovací,VW T-Cross 1.0 TSI,745000,1000,2026,Benzín,1.5,TSI,,110,Automatická,,,,Ne,SUV,R-Line,,,Ano,1,People 7D,Předváděcí,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-cross/209398932
Spalovací,VW T-Cross 1.0 TSI,699000,,2026,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-cross/209996499
Spalovací,VW T-Cross 1.0 TSI,530000,33174,2022,Benzín,1.5,TSI,,110,Automatická,,,,Ne,SUV,R-Line,,,Ano,,NOVÁ CENA,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-cross/210435428
Spalovací,VW T-Cross 1.0 TSI,704825,41656,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,R-Line,,,Ano,,*Matrix*Led*,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-cross/210437906
Spalovací,VW T-Cross 1.0 TSI,645000,5,2026,Benzín,1.0,TSI,,110,Manuální,Ano,,,Ne,CUV,,,,Ano,4,People,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-cross/210542963
Spalovací,VW T-Roc 1.5 TSI,710895,20000,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,SUV,Life,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/200485915
Spalovací,VW T-Roc 1.5 TSI,449000,80097,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,Kombi,Life,,,Ano,,6G,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/209127876
Spalovací,VW T-Roc 1.5 TSI,539900,52067,2022,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,Life,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/209328147
Spalovací,VW T-Roc 1.5 TSI,529900,64776,2021,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,Style,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/209349840
Spalovací,VW T-Roc 1.5 TSI,749900,6,2025,Benzín,1.5,eTSI,,110,Automatická,,,,Ne,SUV,Life,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/209432793
Spalovací,VW T-Roc 1.5 TSI,688000,10000,2024,Benzín,1.5,,,110,Automatická,,,,Ne,Kombi,,,,Ano,,T-ROC,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/209508720
Spalovací,VW T-Roc 1.5 TSI,575000,43700,2022,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,,,,Ano,4,ACC 4 2022,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/209807745
Spalovací,VW T-Roc 1.5 TSI,545000,38000,2022,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,,,,Ano,4,ACC 6 2022,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/209852022
Spalovací,VW T-Roc 1.5 TSI,542000,22800,2022,Benzín,1.5,TSI,,110,Manuální,,,,Ne,SUV,,Ano,,Ano,4,záruka,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/210005634
Spalovací,VW T-Roc 1.5 TSI,644999,59173,2022,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ano,SUV,R-Line,,,Nejisté,-2,LED,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/210007932
Spalovací,VW T-Roc 1.5 TSI,699900,67927,2021,Benzín,2.0,TSI,,221,Automatická,Ano,,,Ano,SUV,,,,Ano,,R,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/210140546
Spalovací,VW T-Roc 1.5 TSI,625000,9300,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Kombi,Life,,,Ano,4,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/210149075
Spalovací,VW T-Roc 1.5 TSI,533477,84420,2022,Benzín,1.5,,,110,Automatická,,,,Ne,SUV,,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/210179855
Spalovací,VW T-Roc 1.5 TSI,579900,38253,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,Life,,,Ano,4,Tov.zár,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/210270500
Spalovací,VW T-Roc 1.5 TSI,699000,1000,2026,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,,,,Ano,,FRIENDS 7,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/210333914
Spalovací,VW T-Roc 1.5 TSI,665000,22586,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Kombi,R-Line,,,Ano,4,7,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/210397658
Spalovací,VW T-Roc 1.5 TSI,479990,24600,2022,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,SUV,,,,Ano,,MATRIX ACC,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/210408242
Spalovací,VW T-Roc 1.5 TSI,649000,26137,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,Life,,,Ano,4,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/210416009
Spalovací,VW T-Roc 1.5 TSI,679000,18383,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Kombi,R-Line,,,Ano,4,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/210416441
Spalovací,VW T-Roc 1.5 TSI,499000,46399,2022,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,,,,Ano,4,Sport,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/210420704
Spalovací,VW T-Roc 1.5 TSI,700000,80273,2022,Benzín,2.0,TSI,,221,Automatická,,,,Ano,SUV,,Ano,,Ano,,"R , Záruka",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/210429179
Spalovací,VW T-Roc 1.5 TSI,629900,33015,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,R-Line,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/210430955
Spalovací,VW T-Roc 1.5 TSI,688490,17338,2024,Benzín,1.5,TSI,,110,Manuální,,,,Ne,SUV,R-Line,,,Ano,,*Kamera*Navi*,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/210437657
Spalovací,VW T-Roc 1.5 TSI,650000,10010,2023,Benzín,1.4,TSI,,110,Automatická,,,,Ne,SUV,Style,,,Ano,,VW T-Roc (Ukr),Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/210491093
Spalovací,VW T-Roc 1.5 TSI,570000,25771,2023,Benzín,1.5,TSI,,110,Manuální,,,,Ne,SUV,Life,,,Ano,4,"2.maj,ČR,LED",Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/210496433
Spalovací,VW T-Roc 1.5 TSI,629000,53547,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Style,,,Ano,4,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/210519260
Spalovací,VW T-Roc 1.5 TSI,599990,34227,2023,Benzín,1.5,TSI,,110,Automatická,,,,Ne,SUV,Life,,,Ano,4,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/210520565
Spalovací,VW T-Roc 1.5 TSI,639000,35025,2022,Benzín,2.0,TSI,,140,Automatická,,,,Ano,SUV,R-Line,,,Ano,1,D,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/210527579
Spalovací,VW T-Roc 1.5 TSI,682750,43643,2025,Nafta,2.0,TDI,PHEV,110,Automatická,Ano,,,Ne,SUV,,,,Ano,,GOAL IQ.DRIVE,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/210538778
Spalovací,VW T-Roc 1.5 TSI,549000,40626,2021,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,,,,Ano,,Maraton Edition,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/210542156
Spalovací,VW T-Roc 1.5 TSI,680900,,2025,Benzín,1.5,TSI,,110,Automatická,,,,Ne,SUV,,,,Ano,,Friends,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/t-roc/210557567
Spalovací,VW Taigo 1.0 TSI,698999,10,2026,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,CUV,R-Line,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/taigo/206554281
Spalovací,VW Taigo 1.0 TSI,554000,21258,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Hatchback,Style,,,Ano,1,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/taigo/209466465
Spalovací,VW Taigo 1.0 TSI,739000,2,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,R-Line,,,Ano,1,,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/taigo/209526285
Spalovací,VW Taigo 1.0 TSI,699000,15000,2026,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,R-Line,,,Ano,1,People,Předváděcí,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/taigo/209526393
Spalovací,VW Taigo 1.0 TSI,739000,3,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,R-Line,,,Ano,1,,Nové,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/taigo/209581386
Spalovací,VW Taigo 1.0 TSI,730701,,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,R-Line,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/taigo/209600784
Spalovací,VW Taigo 1.0 TSI,730000,5000,2026,Benzín,1.5,TSI,,110,Automatická,,,,Ne,SUV,R-Line,,,Ano,1,People 7,Předváděcí,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/taigo/209642544
Spalovací,VW Taigo 1.0 TSI,729000,15000,2026,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,R-Line,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/taigo/209875629
Spalovací,VW Taigo 1.0 TSI,519000,12229,2023,Benzín,1.5,TSI,,110,Automatická,,,,Ne,Hatchback,Style,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/taigo/209911425
Spalovací,VW Taigo 1.0 TSI,542000,92341,2023,Benzín,2.0,TSI,,110,Automatická,Ano,,,Ne,SUV,R-Line,,,Ano,1,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/taigo/209918271
Spalovací,VW Taigo 1.0 TSI,712900,,2026,Benzín,1.5,TSI,,110,Automatická,,,,Ne,SUV,R-Line,,,Ano,,People,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/taigo/210211136
Spalovací,VW Taigo 1.0 TSI,689900,100,2026,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,R-Line,,,Ano,,People,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/taigo/210313751
Spalovací,VW Taigo 1.0 TSI,484000,33366,2022,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,,,,Ano,1,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/taigo/210343976
Spalovací,VW Taigo 1.0 TSI,599900,39245,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,R-Line,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/taigo/210384776
Spalovací,VW Taigo 1.0 TSI,579000,44721,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,,,,Ano,,"( 150k) , R-Li",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/taigo/210398081
Spalovací,VW Taigo 1.0 TSI,657030,16572,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,R-Line,,,Ano,,*Navi*Kamera,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/taigo/210438272
Spalovací,VW Taigo 1.0 TSI,479000,98810,2022,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,Style,,,Ano,1,DPH,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/taigo/210444569
Spalovací,VW Taigo 1.0 TSI,522000,74556,2022,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,R-Line,,,Ano,1,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/taigo/210479540
Spalovací,VW Taigo 1.0 TSI,555000,9754,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,R-Line,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/taigo/210483485
Spalovací,VW Taigo 1.0 TSI,649900,13474,2025,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,Style,,,Ano,1,"MATRIX, ACC",Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/taigo/210494267
Spalovací,VW Taigo 1.0 TSI,600000,29503,2024,Benzín,1.5,TSI,,110,Automatická,,,,Ne,SUV,R-Line,Ano,,Ano,1,Záruka,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/taigo/210539006
Spalovací,VW Tiguan Allspace 2.0 TDI (5místná verze),679000,80455,2021,Nafta,2.0,TDI,,147,Automatická,Ano,,,Ano,SUV,Highline,,,Ano,,4Mo,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/tiguan-allspace/206930436
Spalovací,VW Tiguan Life 1.5 TSI (Gen 2),658000,89960,2022,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,Life,,,Ano,4,IQ Light ACC,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/tiguan-allspace/208168934
Spalovací,VW Tiguan Life 1.5 TSI (Gen 2),735000,14800,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,Life,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/tiguan-allspace/208450463
Spalovací,VW Tiguan Life 1.5 TSI (Gen 2),707000,29800,2022,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,Life,,,Ano,4,,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/tiguan-allspace/209729565
Spalovací,VW Tiguan Allspace 2.0 TDI (5místná verze),712000,82768,2021,Nafta,2.0,,,147,Automatická,,,,Ano,SUV,,,,Ano,,---ZÁLOHOVÁNO---,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/tiguan-allspace/209848803
Spalovací,VW Tiguan Allspace 2.0 TDI (5místná verze),719999,90177,2022,Benzín,2.0,TSI,,140,Automatická,,,,Ano,SUV,,,,Nejisté,1,DPH TZ,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/tiguan-allspace/209855805
Spalovací,VW Tiguan Allspace 2.0 TDI (5místná verze),699000,66550,2023,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,SUV,Life,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/tiguan-allspace/209925045
Spalovací,VW Tiguan Life 1.5 TSI (Gen 2),739000,53494,2024,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,Kombi,Life,,,Ano,,,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/tiguan-allspace/209993679
Spalovací,VW Tiguan Life 1.5 TSI (Gen 2),579900,88500,2023,Benzín,1.5,TSI,,110,Automatická,Ano,,,Ne,SUV,Life,,,Ano,4,1.maj.,Ojeté,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/tiguan-allspace/210027804
Spalovací,VW Tiguan Allspace 2.0 TDI (5místná verze),669000,90533,2022,Benzín,2.0,TSI,,140,Automatická,Ano,,,Ano,Kombi,Life,,,Ano,,BMT,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/tiguan-allspace/210050496
Spalovací,VW Tiguan Allspace 2.0 TDI (5místná verze),599000,95000,2023,Nafta,2.0,TDI,,110,Automatická,Ano,,,Ne,SUV,,,,Ano,,"1.MAJ.,ČR,SERVISKA",Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/tiguan-allspace/210072512
Spalovací,VW Tiguan Allspace 2.0 TDI (5místná verze),680000,44743,2021,Nafta,2.0,TDI,,147,Automatická,,,,Ano,SUV,,,,Ano,,NOVÁ CENA,Odstraněno,Sauto.cz,https://www.sauto.cz/osobni/detail/volkswagen/tiguan-allspace/210082373
